,0,1,2,3,4,5,6
793,Term3,2015-2018,HES,Expelled5,HQAP75,,NoRetake
794,Term4,2015-2018,HES,Expelled5,HQAP85,,NoRetake
795,Term5,2015-2018,HES,Expelled5,HQAP-50,,Retake
796,Term1,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
797,Term2,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
798,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
799,Term4,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
800,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
801,Term6,2015-2018,HES,Finished,HQAP75,FQW5,NoRetake
802,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
803,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
804,Term1,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
805,Term2,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
806,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
807,Term4,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
808,Term5,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
809,Term6,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
810,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
811,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
812,Term1,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
813,Term2,2015-2018,OES,Finished,HQAP50,FQW5,Retake
814,Term3,2015-2018,OES,Finished,HQAP50,FQW5,Retake
815,Term4,2015-2018,OES,Finished,HQAP75,FQW5,Retake
816,Term5,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
817,Term6,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
818,Term7,2015-2018,OES,Finished,HQAP75,FQW5,Retake
819,Term8,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
820,Term1,2015-2018,OES,Expelled4,HQAP85,,NoRetake
821,Term2,2015-2018,OES,Expelled4,HQAP50,,NoRetake
822,Term3,2015-2018,OES,Expelled4,HQAP50,,Retake
823,Term4,2015-2018,OES,Expelled4,HQAP50,,NoRetake
824,Term1,2015-2018,OES,Finished,HQAP50,FQW5,NoRetake
825,Term2,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
826,Term3,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
827,Term4,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
828,Term5,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
829,Term6,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
830,Term7,2015-2018,OES,Finished,HQAP-50,FQW5,Retake
831,Term8,2015-2018,OES,Finished,HQAP50,FQW5,NoRetake
832,Term1,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
833,Term2,2015-2018,HES,Finished,HQAP50,FQW5,Retake
834,Term3,2015-2018,HES,Finished,HQAP-50,FQW5,Retake
835,Term4,2015-2018,HES,Finished,HQAP75,FQW5,NoRetake
836,Term5,2015-2018,HES,Finished,HQAP50,FQW5,NoRetake
837,Term6,2015-2018,HES,Finished,HQAP50,FQW5,Retake
838,Term7,2015-2018,HES,Finished,HQAP50,FQW5,Retake
839,Term8,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
840,Term1,2015-2018,OES,Finished,HQAP75,FQW4,NoRetake
841,Term2,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
842,Term3,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
843,Term4,2015-2018,OES,Finished,HQAP50,FQW4,Retake
844,Term5,2015-2018,OES,Finished,HQAP50,FQW4,Retake
845,Term6,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
846,Term7,2015-2018,OES,Finished,HQAP50,FQW4,Retake
847,Term8,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
848,Term1,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
849,Term2,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
850,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
851,Term4,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
852,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
853,Term6,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
854,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
855,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
856,Term1,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
857,Term2,2015-2018,OES,Finished,HQAP50,FQW5,NoRetake
858,Term3,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
859,Term4,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
860,Term5,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
861,Term6,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
862,Term7,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
863,Term8,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
864,Term1,2015-2018,OES,Expelled5,HQAP-50,,Retake
865,Term2,2015-2018,OES,Expelled5,HQAP-50,,Retake
866,Term3,2015-2018,OES,Expelled5,HQAP50,,Retake
867,Term4,2015-2018,OES,Expelled5,HQAP-50,,Retake
868,Term5,2015-2018,OES,Expelled5,HQAP-50,,Retake
869,Term1,2015-2018,HES,Expelled5,HQAP75,,Retake
870,Term2,2015-2018,HES,Expelled5,HQAP50,,NoRetake
871,Term3,2015-2018,HES,Expelled5,HQAP50,,Retake
872,Term4,2015-2018,HES,Expelled5,HQAP50,,NoRetake
873,Term5,2015-2018,HES,Expelled5,HQAP-50,,NoRetake
874,Term1,2015-2018,OES,Finished,HQAP50,FQW4,Retake
875,Term2,2015-2018,OES,Finished,HQAP-50,FQW4,NoRetake
876,Term3,2015-2018,OES,Finished,HQAP75,FQW4,NoRetake
877,Term4,2015-2018,OES,Finished,HQAP50,FQW4,Retake
878,Term5,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
879,Term6,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
880,Term7,2015-2018,OES,Finished,HQAP50,FQW4,Retake
881,Term8,2015-2018,OES,Finished,HQAP85,FQW4,NoRetake
882,Term1,2015-2018,OES,Finished,HQAP75,FQW3,Retake
883,Term2,2015-2018,OES,Finished,HQAP50,FQW3,Retake
884,Term3,2015-2018,OES,Finished,HQAP50,FQW3,Retake
885,Term4,2015-2018,OES,Finished,HQAP-50,FQW3,Retake
886,Term5,2015-2018,OES,Finished,HQAP-50,FQW3,Retake
887,Term6,2015-2018,OES,Finished,HQAP-50,FQW3,Retake
888,Term7,2015-2018,OES,Finished,HQAP75,FQW3,Retake
889,Term8,2015-2018,OES,Finished,HQAP85,FQW3,NoRetake
890,Term1,2015-2018,OES,Finished,HQAP75,FQW4,NoRetake
891,Term2,2015-2018,OES,Finished,HQAP50,FQW4,Retake
892,Term3,2015-2018,OES,Finished,HQAP100,FQW4,NoRetake
893,Term4,2015-2018,OES,Finished,HQAP100,FQW4,NoRetake
894,Term5,2015-2018,OES,Finished,HQAP85,FQW4,NoRetake
895,Term6,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
896,Term7,2015-2018,OES,Finished,HQAP50,FQW4,Retake
897,Term8,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
898,Term1,2015-2018,OES,Finished,HQAP50,FQW4,Retake
899,Term2,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
900,Term3,2015-2018,OES,Finished,HQAP75,FQW4,NoRetake
901,Term4,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
902,Term5,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
903,Term6,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
904,Term7,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
905,Term8,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
906,Term1,2015-2018,HES,Finished,HQAP75,FQW4,NoRetake
907,Term2,2015-2018,HES,Finished,HQAP50,FQW4,NoRetake
908,Term3,2015-2018,HES,Finished,HQAP85,FQW4,NoRetake
909,Term4,2015-2018,HES,Finished,HQAP100,FQW4,NoRetake
910,Term5,2015-2018,HES,Finished,HQAP75,FQW4,NoRetake
911,Term6,2015-2018,HES,Finished,HQAP85,FQW4,NoRetake
912,Term7,2015-2018,HES,Finished,HQAP100,FQW4,NoRetake
913,Term8,2015-2018,HES,Finished,HQAP100,FQW4,NoRetake
914,Term1,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
915,Term2,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
916,Term3,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
917,Term4,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
918,Term5,2015-2018,OES,Finished,HQAP85,FQW5,Retake
919,Term6,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
920,Term7,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
921,Term8,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
922,Term1,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
923,Term2,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
924,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
925,Term4,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
926,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
927,Term6,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
928,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
929,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
930,Term1,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
931,Term2,2015-2018,HES,Finished,HQAP50,FQW5,Retake
932,Term3,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
933,Term4,2015-2018,HES,Finished,HQAP50,FQW5,NoRetake
934,Term5,2015-2018,HES,Finished,HQAP-50,FQW5,Retake
935,Term6,2015-2018,HES,Finished,HQAP-50,FQW5,Retake
936,Term7,2015-2018,HES,Finished,HQAP50,FQW5,Retake
937,Term8,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
938,Term1,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
939,Term2,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
940,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
941,Term4,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
942,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
943,Term6,2015-2018,HES,Finished,HQAP75,FQW5,NoRetake
944,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
945,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
946,Term1,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
947,Term2,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
948,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
949,Term4,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
950,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
951,Term6,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
952,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
953,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
954,Term1,2015-2018,HES,Expelled3,HQAP50,,Retake
955,Term2,2015-2018,HES,Expelled3,HQAP-50,,Retake
956,Term3,2015-2018,HES,Expelled3,HQAP-50,,NoRetake
957,Term1,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
958,Term2,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
959,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
960,Term4,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
961,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
962,Term6,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
963,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
964,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
965,Term1,2015-2018,HES,Finished,HQAP50,FQW4,Retake
966,Term2,2015-2018,HES,Finished,HQAP50,FQW4,NoRetake
967,Term3,2015-2018,HES,Finished,HQAP50,FQW4,Retake
968,Term4,2015-2018,HES,Finished,HQAP50,FQW4,NoRetake
969,Term5,2015-2018,HES,Finished,HQAP-50,FQW4,Retake
970,Term6,2015-2018,HES,Finished,HQAP-50,FQW4,Retake
971,Term7,2015-2018,HES,Finished,HQAP-50,FQW4,Retake
972,Term8,2015-2018,HES,Finished,HQAP50,FQW4,NoRetake
973,Term1,2015-2018,HES,Finished,HQAP100,FQW4,NoRetake
974,Term2,2015-2018,HES,Finished,HQAP50,FQW4,Retake
975,Term3,2015-2018,HES,Finished,HQAP50,FQW4,NoRetake
976,Term4,2015-2018,HES,Finished,HQAP50,FQW4,Retake
977,Term5,2015-2018,HES,Finished,HQAP-50,FQW4,Retake
978,Term6,2015-2018,HES,Finished,HQAP-50,FQW4,Retake
979,Term7,2015-2018,HES,Finished,HQAP50,FQW4,Retake
980,Term8,2015-2018,HES,Finished,HQAP100,FQW4,NoRetake
981,Term1,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
982,Term2,2015-2018,OES,Finished,HQAP50,FQW5,NoRetake
983,Term3,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
984,Term4,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
985,Term5,2015-2018,OES,Finished,HQAP85,FQW5,NoRetake
986,Term6,2015-2018,OES,Finished,HQAP75,FQW5,NoRetake
987,Term7,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
988,Term8,2015-2018,OES,Finished,HQAP100,FQW5,NoRetake
989,Term1,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
990,Term2,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
991,Term3,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
992,Term4,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
993,Term5,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
994,Term6,2015-2018,HES,Finished,HQAP85,FQW5,NoRetake
995,Term7,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
996,Term8,2015-2018,HES,Finished,HQAP100,FQW5,NoRetake
997,Term1,2015-2018,HES,Expelled5,HQAP85,,NoRetake
998,Term2,2015-2018,HES,Expelled5,HQAP50,,NoRetake
999,Term3,2015-2018,HES,Expelled5,HQAP85,,NoRetake
1000,Term4,2015-2018,HES,Expelled5,HQAP75,,Retake
1001,Term5,2015-2018,HES,Expelled5,HQAP-50,,Retake
1002,Term1,2015-2018,HES,Expelled5,HQAP85,,NoRetake
1003,Term2,2015-2018,HES,Expelled5,HQAP50,,Retake
1004,Term3,2015-2018,HES,Expelled5,HQAP85,,NoRetake
1005,Term4,2015-2018,HES,Expelled5,HQAP-50,,Retake
1006,Term5,2015-2018,HES,Expelled5,HQAP-50,,Retake
1007,Term1,2015-2018,OES,Expelled4,HQAP50,,Retake
1008,Term2,2015-2018,OES,Expelled4,HQAP-50,,Retake
1009,Term3,2015-2018,OES,Expelled4,HQAP50,,NoRetake
1010,Term4,2015-2018,OES,Expelled4,HQAP-50,,Retake
1011,Term1,2015-2018,OES,Expelled3,HQAP-50,,Retake
1012,Term2,2015-2018,OES,Expelled3,HQAP-50,,Retake
1013,Term3,2015-2018,OES,Expelled3,HQAP-50,,NoRetake
1014,Term1,2015-2018,OES,Expelled5,HQAP75,,Retake
1015,Term2,2015-2018,OES,Expelled5,HQAP75,,NoRetake
1016,Term3,2015-2018,OES,Expelled5,HQAP85,,NoRetake
1017,Term4,2015-2018,OES,Expelled5,HQAP85,,NoRetake
1018,Term5,2015-2018,OES,Expelled5,HQAP-50,,Retake
1019,Term1,2015-2018,OES,Expelled2,HQAP-50,,Retake
1020,Term2,2015-2018,OES,Expelled2,HQAP-50,,Retake
1021,Term1,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1022,Term2,2015-2018,OES,Finished,HQAP-50,FQW4,NoRetake
1023,Term3,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1024,Term4,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1025,Term5,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1026,Term6,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1027,Term7,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1028,Term8,2015-2018,OES,Finished,HQAP85,FQW4,NoRetake
1029,Term1,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1030,Term2,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1031,Term3,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1032,Term4,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1033,Term5,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1034,Term6,2015-2018,OES,Finished,HQAP75,FQW4,Retake
1035,Term7,2015-2018,OES,Finished,HQAP85,FQW4,NoRetake
1036,Term8,2015-2018,OES,Finished,HQAP85,FQW4,NoRetake
1037,Term1,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1038,Term2,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1039,Term3,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1040,Term4,2015-2018,OES,Finished,HQAP-50,FQW4,NoRetake
1041,Term5,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1042,Term6,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
1043,Term7,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1044,Term8,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
1045,Term1,2015-2018,OES,Expelled6,HQAP-50,,Retake
1046,Term2,2015-2018,OES,Expelled6,HQAP-50,,Retake
1047,Term3,2015-2018,OES,Expelled6,HQAP-50,,Retake
1048,Term4,2015-2018,OES,Expelled6,HQAP-50,,Retake
1049,Term5,2015-2018,OES,Expelled6,HQAP-50,,Retake
1050,Term6,2015-2018,OES,Expelled6,HQAP-50,,Retake
1051,Term1,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1052,Term2,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1053,Term3,2015-2018,OES,Finished,HQAP50,FQW4,Retake
1054,Term4,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
1055,Term5,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1056,Term6,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1057,Term7,2015-2018,OES,Finished,HQAP-50,FQW4,Retake
1058,Term8,2015-2018,OES,Finished,HQAP50,FQW4,NoRetake
1059,Term1,2016-2019,OES,Expelled8,HQAP100,,NoRetake
1060,Term2,2016-2019,OES,Expelled8,HQAP85,,NoRetake
1061,Term3,2016-2019,OES,Expelled8,HQAP85,,NoRetake
1062,Term4,2016-2019,OES,Expelled8,HQAP85,,NoRetake
1063,Term5,2016-2019,OES,Expelled8,HQAP75,,Retake
1064,Term6,2016-2019,OES,Expelled8,HQAP85,,NoRetake
1065,Term7,2016-2019,OES,Expelled8,HQAP50,,Retake
1066,Term8,2016-2019,OES,Expelled8,HQAP-50,,NoRetake
1067,Term1,2016-2019,OES,Expelled8,HQAP85,,NoRetake
1068,Term2,2016-2019,OES,Expelled8,HQAP50,,Retake
1069,Term3,2016-2019,OES,Expelled8,HQAP50,,Retake
1070,Term4,2016-2019,OES,Expelled8,HQAP75,,Retake
1071,Term5,2016-2019,OES,Expelled8,HQAP50,,Retake
1072,Term6,2016-2019,OES,Expelled8,HQAP50,,Retake
1073,Term7,2016-2019,OES,Expelled8,HQAP50,,NoRetake
1074,Term8,2016-2019,OES,Expelled8,HQAP75,,NoRetake
1075,Term1,2016-2019,OES,Expelled8,HQAP50,FQW1,Retake
1076,Term2,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1077,Term3,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1078,Term4,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1079,Term5,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1080,Term6,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1081,Term7,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1082,Term8,2016-2019,OES,Expelled8,HQAP-50,FQW1,Retake
1083,Term1,2016-2019,OES,Expelled7,HQAP85,,NoRetake
1084,Term2,2016-2019,OES,Expelled7,HQAP-50,,Retake
1085,Term3,2016-2019,OES,Expelled7,HQAP50,,NoRetake
1086,Term4,2016-2019,OES,Expelled7,HQAP75,,NoRetake
1087,Term5,2016-2019,OES,Expelled7,HQAP50,,NoRetake
1088,Term6,2016-2019,OES,Expelled7,HQAP50,,Retake
1089,Term7,2016-2019,OES,Expelled7,HQAP-50,,NoRetake
1090,Term1,2016-2019,OES,Finished,HQAP85,FQW4,NoRetake
1091,Term2,2016-2019,OES,Finished,HQAP-50,FQW4,Retake
1092,Term3,2016-2019,OES,Finished,HQAP50,FQW4,NoRetake
1093,Term4,2016-2019,OES,Finished,HQAP50,FQW4,Retake
1094,Term5,2016-2019,OES,Finished,HQAP50,FQW4,Retake
1095,Term6,2016-2019,OES,Finished,HQAP50,FQW4,Retake
1096,Term7,2016-2019,OES,Finished,HQAP50,FQW4,Retake
1097,Term8,2016-2019,OES,Finished,HQAP100,FQW4,NoRetake
1098,Term1,2016-2019,OES,Expelled8,HQAP-50,,Retake
1099,Term2,2016-2019,OES,Expelled8,HQAP-50,,Retake
1100,Term3,2016-2019,OES,Expelled8,HQAP-50,,Retake
1101,Term4,2016-2019,OES,Expelled8,HQAP-50,,Retake
1102,Term5,2016-2019,OES,Expelled8,HQAP-50,,Retake
1103,Term6,2016-2019,OES,Expelled8,HQAP-50,,Retake
1104,Term7,2016-2019,OES,Expelled8,HQAP-50,,Retake
1105,Term8,2016-2019,OES,Expelled8,HQAP-50,,Retake
1106,Term1,2016-2019,OES,Expelled7,HQAP-50,,Retake
1107,Term2,2016-2019,OES,Expelled7,HQAP-50,,Retake
1108,Term3,2016-2019,OES,Expelled7,HQAP-50,,Retake
1109,Term4,2016-2019,OES,Expelled7,HQAP-50,,Retake
1110,Term5,2016-2019,OES,Expelled7,HQAP-50,,Retake
1111,Term6,2016-2019,OES,Expelled7,HQAP-50,,Retake
1112,Term7,2016-2019,OES,Expelled7,HQAP-50,,NoRetake
1113,Term1,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1114,Term2,2016-2019,OES,Finished,HQAP-50,FQW5,NoRetake
1115,Term3,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1116,Term4,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1117,Term5,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1118,Term6,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1119,Term7,2016-2019,OES,Finished,HQAP75,FQW5,Retake
1120,Term8,2016-2019,OES,Finished,HQAP85,FQW5,NoRetake
1121,Term1,2016-2019,HES,Expelled6,HQAP85,,NoRetake
1122,Term2,2016-2019,HES,Expelled6,HQAP75,,NoRetake
1123,Term3,2016-2019,HES,Expelled6,HQAP85,,Retake
1124,Term4,2016-2019,HES,Expelled6,HQAP85,,NoRetake
1125,Term5,2016-2019,HES,Expelled6,HQAP50,,Retake
1126,Term6,2016-2019,HES,Expelled6,HQAP-50,,Retake
1127,Term1,2016-2019,OES,Expelled6,HQAP-50,,Retake
1128,Term2,2016-2019,OES,Expelled6,HQAP-50,,Retake
1129,Term3,2016-2019,OES,Expelled6,HQAP-50,,Retake
1130,Term4,2016-2019,OES,Expelled6,HQAP-50,,Retake
1131,Term5,2016-2019,OES,Expelled6,HQAP-50,,Retake
1132,Term6,2016-2019,OES,Expelled6,HQAP-50,,NoRetake
1133,Term1,2016-2019,HES,Finished,HQAP85,FQW5,NoRetake
1134,Term2,2016-2019,HES,Finished,HQAP75,FQW5,NoRetake
1135,Term3,2016-2019,HES,Finished,HQAP85,FQW5,NoRetake
1136,Term4,2016-2019,HES,Finished,HQAP50,FQW5,Retake
1137,Term5,2016-2019,HES,Finished,HQAP75,FQW5,Retake
1138,Term6,2016-2019,HES,Finished,HQAP-50,FQW5,Retake
1139,Term7,2016-2019,HES,Finished,HQAP50,FQW5,Retake
1140,Term8,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1141,Term1,2016-2019,OES,Expelled2,HQAP-50,,Retake
1142,Term2,2016-2019,OES,Expelled2,HQAP-50,,Retake
1143,Term1,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1144,Term2,2016-2019,OES,Finished,HQAP75,FQW5,Retake
1145,Term3,2016-2019,OES,Finished,HQAP75,FQW5,NoRetake
1146,Term4,2016-2019,OES,Finished,HQAP100,FQW5,NoRetake
1147,Term5,2016-2019,OES,Finished,HQAP100,FQW5,NoRetake
1148,Term6,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1149,Term7,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1150,Term8,2016-2019,OES,Finished,HQAP85,FQW5,NoRetake
1151,Term1,2016-2019,OES,Expelled2,HQAP-50,,Retake
1152,Term2,2016-2019,OES,Expelled2,HQAP-50,,NoRetake
1153,Term1,2016-2019,HES,Expelled2,HQAP-50,,Retake
1154,Term2,2016-2019,HES,Expelled2,HQAP-50,,Retake
1155,Term1,2016-2019,HES,Finished,HQAP85,FQW5,NoRetake
1156,Term2,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1157,Term3,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1158,Term4,2016-2019,HES,Finished,HQAP85,FQW5,NoRetake
1159,Term5,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1160,Term6,2016-2019,HES,Finished,HQAP85,FQW5,Retake
1161,Term7,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1162,Term8,2016-2019,HES,Finished,HQAP100,FQW5,NoRetake
1163,Term1,2016-2019,OES,Finished,HQAP75,FQW5,NoRetake
1164,Term2,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1165,Term3,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1166,Term4,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1167,Term5,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1168,Term6,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1169,Term7,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1170,Term8,2016-2019,OES,Finished,HQAP100,FQW5,NoRetake
1171,Term1,2016-2019,HES,Expelled5,HQAP-50,,Retake
1172,Term2,2016-2019,HES,Expelled5,HQAP50,,Retake
1173,Term3,2016-2019,HES,Expelled5,HQAP-50,,Retake
1174,Term4,2016-2019,HES,Expelled5,HQAP-50,,Retake
1175,Term5,2016-2019,HES,Expelled5,HQAP-50,,Retake
1176,Term1,2016-2019,OES,Finished,HQAP85,FQW5,NoRetake
1177,Term2,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1178,Term3,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1179,Term4,2016-2019,OES,Finished,HQAP-50,FQW5,Retake
1180,Term5,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1181,Term6,2016-2019,OES,Finished,HQAP85,FQW5,Retake
1182,Term7,2016-2019,OES,Finished,HQAP50,FQW5,Retake
1183,Term8,2016-2019,OES,Finished,HQAP75,FQW5,Retake
1184,Term1,2016-2019,HES,Finished,HQAP85,FQW5,NoRetake
1185,Term2,2016-2019,HES,Finished,HQAP75,FQW5,NoRetake
1186,Term3,2016-2019,HES,Finished,HQAP75,FQW5,NoRetake
1187,Term4,2016-2019,HES,Finished,HQAP50,FQW5,NoRetake
1188,Term5,2016-2019,HES,Finished,HQAP75,FQW5,Retake
